,Product Name,Price,Rating (out of 5),URL
33,MSI Gaming GeForce GTX 1660 192-Bit HDMI/DP 6GB GDRR5 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1660 VENTUS XS 6G OC),229.99,4.8,https://www.amazon.com/MSI-GeForce-GTX-1660-OC/dp/B07PBLDV3D/ref=sr_1_20?dchild=1&keywords=gpu&qid=1604875671&sr=8-20
34,Sapphire Radeon 11265-05-20G Pulse RX 580 8GB GDDR5 Dual HDMI/ DVI-D/ Dual DP OC with Backplate (UEFI) PCI-E Graphics Card Graphic Cards,219.99,4.6,https://www.amazon.com/Sapphire-11265-05-20G-Backplate-Graphics-Graphic/dp/B06ZZ6FMF8/ref=sr_1_21?dchild=1&keywords=gpu&qid=1604875671&sr=8-21
35,Gigabyte Geforce GTX 1050 Ti OC 4GB GDDR5 128 Bit PCI-E Graphic Card (GV-N105TOC-4GD),159.99,4.6,https://www.amazon.com/Gigabyte-Geforce-GDDR5-Graphic-GV-N105TOC-4GD/dp/B01M25X363/ref=sr_1_22?dchild=1&keywords=gpu&qid=1604875671&sr=8-22
36,MSI VGA Graphic Cards RX 580 ARMOR 8G OC,208.21,4.6,https://www.amazon.com/MSI-RX-580-8G-OC/dp/B06XZQMMHJ/ref=sr_1_23?dchild=1&keywords=gpu&qid=1604875671&sr=8-23
37,MSI Gaming GeForce RTX 3070 8GB GDRR6 256-Bit HDMI/DP TORX Fan 3.0 Ampere Architecture OC Graphics Card (RTX 3070 Ventus 3X OC),,3.0,https://www.amazon.com/MSI-GeForce-256-Bit-Architecture-Graphics/dp/B08KWLMZV4/ref=sr_1_24?dchild=1&keywords=gpu&qid=1604875671&sr=8-24
38,MSI Graphic Cards GT 1030 2GH LP OC,86.99,4.6,https://www.amazon.com/MSI-GT-1030-LP-OC/dp/B072BL9CRM/ref=sr_1_25?dchild=1&keywords=gpu&qid=1604875671&sr=8-25
39,"EVGA GeForce GTX 1650 SC Ultra Gaming GDDR6, 04G-P4-1257-KR, 4GB GDDR6, Dual Fan, Metal Backplate",,4.5,https://www.amazon.com/EVGA-GeForce-Gaming-04G-P4-1257-KR-Backplate/dp/B085WV18XN/ref=sr_1_26?dchild=1&keywords=gpu&qid=1604875671&sr=8-26
40,"ORICO 5Bay Hard Drive Enclosure Type-C to SATA 3.5inch Enclosure Magnetic Tool-Free External HDD SSD Enclosure Storage Case Built-in Fan for Data Backup, NAS Expansion Up to 80TB(5x16) - DS500C3",179.99,4.1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A09184703K52YNN4X09J8&url=%2FORICO-Tool-Free-Magnetic-Enclosure-Compatible%2Fdp%2FB07VMK6ND7%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dgpu%26qid%3D1604875671%26sr%3D8-27-spons%26psc%3D1&qualifier=1604875681&id=5010905926259066&widgetName=sp_mtf
41,EZDIY-FAB PSU Cable Extension Sleeved Custom Mod GPU PC Power Supply Soft Nylon Braided with Comb Kit 24PIN/8PIN to 6+2Pin/ 8PIN to 4+4PIN-30CM 300MM - Black Grey,27.99,4.7,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05107101BM818SML7GAJ&url=%2FEZDIY-FAB-Extension-Sleeved-Braided-4PIN-30CM%2Fdp%2FB0888FH3N5%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dgpu%26qid%3D1604875671%26sr%3D8-28-spons%26psc%3D1&qualifier=1604875681&id=5010905926259066&widgetName=sp_mtf
42,MSI Gaming GeForce GTX 1650 Super 128-Bit HDMI/DP 4GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1650 Super Gaming X),,4.8,https://www.amazon.com/MSI-Gaming-GTX-1650-Super/dp/B081R2KRCZ/ref=sr_1_29?dchild=1&keywords=gpu&qid=1604875671&sr=8-29
43,ASUS ROG Strix GeForce GTX 1660 Super Advanced 6GB Edition GDDR6 HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1660S-A6G-GAMING),,4.8,https://www.amazon.com/ASUS-GeForce-Advanced-Graphics-ROG-STRIX-GTX1660S-A6G-GAMING/dp/B082N8HJ5C/ref=sr_1_30?dchild=1&keywords=gpu&qid=1604875671&sr=8-30
44,MSI Gaming GeForce RTX 2060 6GB GDRR6 192-bit HDMI/DP Ray Tracing Turing Architecture VR Ready Graphics Card (RTX 2060 GAMING Z 6G),,4.8,https://www.amazon.com/MSI-GeForce-RTX-2060-Architecture/dp/B07MQ36Z6L/ref=sr_1_31?dchild=1&keywords=gpu&qid=1604875671&sr=8-31
45,"ASUS ROG Strix NVIDIA GeForce RTX 3070 Gaming Graphics Card (PCIe 4.0, 8GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 2.9-Slot, Super Alloy Power II, GPU Tweak II)",,5.0,https://www.amazon.com/ASUS-Graphics-DisplayPort-Axial-tech-2-9-Slot/dp/B08L8JNTXQ/ref=sr_1_32?dchild=1&keywords=gpu&qid=1604875671&sr=8-32
46,MSI Gaming GeForce RTX 2070 8GB GDRR6 256-Bit HDMI/DP DirectX 12 VR Ready Ray Tracing Turing Architecture HDCP Graphics Card (RTX 2070 Ventus GP),,4.7,https://www.amazon.com/MSI-GeForce-RTX-2070-Architecture/dp/B081YJPKTM/ref=sr_1_33?dchild=1&keywords=gpu&qid=1604875671&sr=8-33
47,"Gigabyte GeForce RTX 2060 Gaming OC Pro 6G Graphics Card, 3X Windforce Fans, 6GB 192-bit GDDR6, Gv-N2060GAMINGOC Pro-6GD REV2.0 Video Card",,4.7,https://www.amazon.com/Gigabyte-GeForce-Graphics-Windforce-Gv-N2060GAMINGOC/dp/B07YKGF88M/ref=sr_1_34?dchild=1&keywords=gpu&qid=1604875671&sr=8-34
48,"upHere GS05CF Rainbow LED Effec Graphics Card GPU Brace Support Video Card Sag Holder/Holster Bracket,Anodized Aerospace Aluminum,Adjustable Length and Height Support",14.99,4.4,https://www.amazon.com/upHere-Graphics-Anodized-Aerospace-Adjustable/dp/B082SPMLND/ref=sr_1_35?dchild=1&keywords=gpu&qid=1604875671&sr=8-35
49,"EZDIY-FAB GPU Vertical Mount Bracket with DP Cable, Vertical Graphics Card Holder Bracket,Video Card VGA Support Kit with Riser Cable",39.99,,https://www.amazon.com/EZDIY-FAB-Vertical-Bracket-Graphics-Support/dp/B0888GFSKH/ref=sr_1_36?dchild=1&keywords=gpu&qid=1604875671&sr=8-36
50,Asiahorse 18AWG PSU Cable Extension Sleeved Custom Power Supply Braided with Combs kit for ATX CPU GPU Modular Power Supply Unit /1x24P/1x8P (4+4) CPU/2x8 P(6+2) GPU/30CM 11.8Inch (Black),26.99,4.7,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A084072518EEY7LP9JNRT&url=%2FAsiahorse-Extension-Sleeved-Braided-11-8Inch%2Fdp%2FB08HLYM54P%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Dgpu%26qid%3D1604875671%26sr%3D8-37-spons%26psc%3D1&qualifier=1604875681&id=5010905926259066&widgetName=sp_btf
51,NBFAN Laptop Gaming for GIGABYTE Sabre 17 Sager NP7850 (Clevo N850HP6) CPU & GPU Cooling Fan,15.99,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A08757181YRBKY8VB1KYK&url=%2FNBFAN-Laptop-GIGABYTE-N850HP6-Cooling%2Fdp%2FB082X42477%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Dgpu%26qid%3D1604875671%26sr%3D8-38-spons%26psc%3D1&qualifier=1604875681&id=5010905926259066&widgetName=sp_btf
